Filename,T,P,HOA,M%,UCV,D,ASA,AVAF,Adsorption
DB0-m29_o82_o111_f0_pts.sym.3,313.0,0.4,5.811088,2.17,2443.0,0.712928,492.812,0.18726,2.091332
DB0-m3_o540_o156_f0_fsc.sym.46,313.0,16.0,5.453082,1.43,3479.53,0.684349,616.936,0.25624,16.94565
DB0-m3_o146_o20_f0_fsc.sym.35,338.0,3.2,6.960583,1.64,2344.94,0.845323,309.094,0.0723,5.015906
DB0-m3_o3_ung,298.0,1.0,3.157626,2.7,78045.3,0.0974560,5016.39,0.85348,1.71633
DB0-m5_o20_o25_f0_bcu.sym.107,338.0,0.26,4.340448,5.88,3006.76,0.661684,702.4,0.31642,0.230932
DB7-ddmof_23624,338.0,0.26,3.524947,2.86,28726.5,0.295948,4543.75,0.5936,0.257367
DB5-hypotheticalMOF_5061098_1_0_2_18_26_5,338.0,0.26,3.571458,1.82,4942.88,0.356438,904.361,0.52242,0.257972
DB0-m3_o4_o14_f0_nbo.sym.64,313.0,16.0,4.847571,4.23,5242.46,0.526882,1015.36,0.40738,22.103074
DB0-m29_o88_o46_f0_pts.sym.76,298.0,0.1,5.823643,2.78,1877.45,0.773611,389.373,0.153,0.573879
DB0-m29_o81_o51_f0_pts.sym.30,313.0,0.4,4.809957,2.25,2544.47,0.646311,501.035,0.28218,1.086779
DB0-m2_o6_o23_f0_pcu.sym.45,338.0,3.2,4.256575,2.22,3726.32,0.474012,864.576,0.36386,2.870021
DB1-Zn2O8N2-ADC_A-irmof7_A_No92,298.0,0.1,4.731507,2.56,3171.83,0.599438,658.771,0.38098,0.246911
DB0-m3_o490_o6_f0_fsc.sym.37,338.0,3.2,5.603743,4.0,1304.77,1.12627,244.519,0.12436,4.155894
DB0-m2_o10_o142_f0_fsc,338.0,3.2,5.166123,5.41,697.784,1.20973,103.427,0.04216,4.053725
DB0-m3_o22_o27_f0_pcu.sym.25,338.0,3.2,5.40942,2.38,2001.5,0.704716,377.763,0.2462,3.216394
DB0-m3_o25_o29_f0_pcu.sym.84,298.0,1.0,3.939625,1.64,6571.81,0.311254,1250.77,0.54002,2.762144
DB13-cds-Syn028748,338.0,0.26,5.972104,3.03,2606.77,0.822524,491.836,0.10144,1.015303
DB7-ddmof_2455,338.0,3.2,3.777689,4.4,10523.1,0.655489,2191.27,0.26138,3.816585
DB0-m23_o5_o27_f0_pcu,338.0,0.26,6.887586,2.86,1619.7,0.944608,279.755,0.1215,0.740828
DB1-Cu2O8N2-BDC_A-irmof20_A_No326,298.0,0.1,6.371796,3.12,2266.45,1.16569,317.199,0.13038,0.766897
DB0-m29_o83_o87_f0_pts.sym.4,298.0,1.0,6.911228,2.94,1480.34,0.913289,246.378,0.06324,5.825064
DB0-m3_o150_o22_f0_fsc.sym.9,338.0,3.2,6.82037,3.23,1170.1,1.01349,145.87,0.06076,3.963466
DB0-m29_o89_o143_f0_pts.sym.58,313.0,16.0,6.418429,2.33,2462.3,0.655733,452.674,0.26454,18.644913
DB6-cuf_8573,298.0,0.1,5.626299,2.5,1629.56,0.871929,255.157,0.1069,0.639537
DB0-m3_o88_o1_f0_fsc.sym.5,338.0,0.26,6.778045,3.85,807.234,1.33945,114.417,0.07416,2.372673
DB0-m29_o80_o109_f0_pts.sym.47,313.0,0.4,5.021863,2.06,2957.19,0.595473,595.053,0.3021,1.681455
DB0-m1_o59_tsh,338.0,3.2,4.162255,2.05,9674.48,0.366497,2048.64,0.48278,3.507388
DB0-m3_o11_o22_f0_nbo.sym.123,338.0,3.2,4.586025,3.59,5379.78,0.529216,1101.53,0.37306,2.833123
DB0-m2_o1_o25_f0_pcu.sym.31,313.0,0.4,4.732665,3.57,1627.17,0.713835,369.27,0.2354,0.873648
DB6-cuf_5614,298.0,1.0,3.941062,2.04,2651.36,0.611188,564.808,0.2633,3.530932
DB0-m29_o97_o143_f0_pts.sym.55,298.0,0.1,6.161551,1.96,2938.1,0.603898,538.973,0.29752,0.579435
DB0-m29_o82_o143_f0_pts.sym.28,313.0,16.0,6.727186,2.33,2501.91,0.645348,461.008,0.27212,19.017549
DB1-Cu2O8-irmof10_A-irmof7_A_No760,338.0,3.2,4.34826,3.64,7619.01,0.607172,1773.87,0.30906,4.036634
DB0-m3_o14_o23_f0_nbo.sym.109,338.0,3.2,3.766762,3.23,7612.54,0.414849,1389.02,0.47448,3.670016
DB0-m29_o80_o52_f0_pts.sym.98,313.0,16.0,7.726131,2.17,2643.91,0.698632,473.198,0.23682,17.809358
DB0-m29_o88_o430_f0_pts.sym.77,298.0,0.1,4.936058,2.25,3029.63,0.521442,651.081,0.32932,0.34316
DB15-pcu_N108_E89_opt,338.0,3.2,8.623172,2.33,2307.43,0.979697,296.124,0.05676,6.572355
DB0-m29_o80_o490_f0_pts.sym.49,338.0,3.2,5.956626,2.22,2297.16,0.731093,531.176,0.17242,7.129297
DB6-cuf_1569,298.0,0.1,5.119237,2.17,2670.19,0.583215,522.602,0.3017,0.344235
DB0-m3_o17_o420_f0_fsc.sym.23,338.0,3.2,7.652365,2.78,1252.83,1.10452,160.008,0.06238,5.45089
DB0-m3_o32_o32_pto.sym.160,313.0,16.0,4.543561,2.63,20731.3,0.364327,4206.31,0.494,30.018563
DB0-m2_o19_o25_f0_nbo.sym.11,338.0,3.2,2.543247,4.76,17805.3,0.306293,3216.03,0.5891,1.369174
DB1-Cu2O8N2-DPAC_A-fum_A_No297,313.0,16.0,5.763172,2.6,7176.12,0.412941,1327.14,0.44652,34.446125
DB0-m3_o1_o5_f0_nbo.sym.37,298.0,0.1,4.983982,4.0,8718.72,0.616103,2026.86,0.29096,0.272748
DB0-m29_o90_o95_f0_pts.sym.76,338.0,0.26,5.048637,1.56,3348.11,0.749176,604.913,0.22912,0.586194
DB7-ddmof_18106,313.0,0.4,4.084191,1.54,15955.3,0.661594,3068.9,0.30134,0.587035
DB0-m29_o82_o45_f0_pts.sym.25,298.0,1.0,6.138195,2.7,2208.32,0.685185,442.6,0.25424,3.507343
DB0-m29_o97_o450_f0_pts.sym.83,313.0,0.4,5.128016,1.96,2998.68,0.598324,591.845,0.29618,1.179984
DB6-cuf_4723,338.0,0.26,5.098085,1.79,4462.3,0.439828,953.912,0.40258,0.312219
DB5-hypotheticalMOF_6003540_1_0_3_19_22_0,313.0,0.4,7.151178,3.23,1484.14,0.767956,226.977,0.0894,4.021477
DB0-m3_o28_o31_tfc,298.0,0.1,3.771724,2.27,6896.23,0.245008,1100.06,0.63878,0.203576
DB6-cuf_8976,338.0,3.2,5.642761,3.45,1917.08,0.746182,488.735,0.18358,3.532202
DB0-m2_o15_o25_f0_pcu.sym.18,313.0,0.4,6.107008,2.44,1659.39,0.898374,303.194,0.08798,1.722529
DB0-m2_o19_o27_f0_nbo.sym.2,313.0,0.4,2.746336,3.8,21169.0,0.280898,3368.4,0.62092,0.298512
DB5-hypotheticalMOF_32036_0_0_2_11_26_10,313.0,0.4,5.473571,1.3,3758.97,0.509091,637.253,0.36118,1.656023
DB5-hypotheticalMOF_5015644_3_0_0_3_18_7,313.0,16.0,3.479915,6.25,3481.23,0.409271,652.923,0.51728,11.834063
DB0-m3_o440_o156_f0_fsc.sym.5,298.0,1.0,6.102783,2.63,2009.36,0.822447,435.646,0.19062,3.615773
DB1-Zn2O8N2-AZO_A-irmof10_A_No63,298.0,0.1,6.469827,2.5,7555.21,0.66565,1527.93,0.38772,1.714729
DB5-hypotheticalMOF_5059884_2_0_2_12_10_1,313.0,16.0,6.322878,5.88,1157.49,0.710556,265.035,0.26204,15.308665
DB0-m3_o24_o43_f0_fsc.sym.35,313.0,0.4,5.956326,2.7,1183.01,1.01539,114.086,0.04238,1.226069
DB5-hypotheticalMOF_5073395_1_0_2_20_20_7,298.0,0.1,5.508264,1.49,3678.9,0.451475,804.469,0.33482,0.452985
DB1-Cu2O8-irmof10_A-irmof6_A_No345,338.0,3.2,6.76948,3.64,7697.15,0.578845,1666.89,0.29394,16.072473
DB0-m3_o8_o27_f0_pcu.sym.139,313.0,16.0,4.375284,1.59,5292.93,0.390837,996.831,0.47248,22.089553
DB0-m2_o1_o27_f0_nbo.sym.117,313.0,16.0,4.032624,3.03,17896.4,0.439189,3670.76,0.4697,17.27793
DB0-m2_o19_o25_f0_pcu.sym.15,313.0,16.0,6.124607,5.0,1960.34,0.52971,517.496,0.35682,20.974657
DB0-m3_o520_o13_f0_fsc.sym.45,313.0,0.4,6.037365,3.03,1479.97,1.05377,267.736,0.11088,2.006884
DB0-m3_o15_o24_f0_nbo.sym.10,313.0,16.0,6.66952,2.97,5240.84,0.688794,911.834,0.26,17.163217
DB0-m2_o14_o25_f0_pcu.sym.85,313.0,0.4,5.806029,2.63,1617.0,0.822289,261.578,0.11976,1.975896
DB0-m3_o1480_o21_f0_fsc.sym.50,338.0,3.2,6.16317,3.92,1124.03,0.913209,202.876,0.08094,5.602412
DB5-hypotheticalMOF_29320_1_1_2_25_21_7,338.0,3.2,5.988015,2.44,4170.6,0.649614,885.707,0.11404,6.757141
DB0-m2_o22_o29_f0_pcu.sym.9,313.0,0.4,4.984926,1.72,2730.43,0.686015,653.423,0.20796,1.809617
DB0-m2_o2_o29_f0_pcu.sym.64,313.0,16.0,4.059492,1.52,5688.65,0.400823,1065.45,0.47908,26.619851
DB0-m3_o21_o150_f0_fsc.sym.5,313.0,16.0,8.410642,2.86,1598.82,0.792832,325.784,0.07898,13.872579
DB0-m2_o7_o10_f0_pcu.sym.28,338.0,3.2,4.440001,3.23,2509.44,0.477479,561.569,0.39636,2.967757
DB0-m3_o20_o25_f0_nbo.sym.132,313.0,0.4,2.790103,5.77,25410.7,0.201933,3140.99,0.72702,0.355976
DB0-m9_o1_o1_f0_sra.sym.8,338.0,0.26,7.287127,4.55,1520.55,1.28886,198.41,0.10334,1.699532
DB0-m2_o12_pth,313.0,16.0,5.128891,6.67,6710.38,0.604709,1706.3,0.28964,18.800767
DB0-m2_o11_o92_f0_fsc,298.0,1.0,5.355606,2.56,1979.23,0.724669,473.394,0.1775,4.528726
DB0-m3_o3_o11_f0_nbo.sym.102,338.0,3.2,3.325681,3.12,33326.1,0.206273,4210.2,0.70906,2.741051
DB12-IFAGON_clean,298.0,1.0,6.283269,3.03,8974.33,0.928559,1353.86,0.1189,4.874945
DB5-hypotheticalMOF_5011035_2_1_0_8_15_8,298.0,0.1,5.840858,5.8,3277.79,0.950418,509.046,0.04392,0.522707
DB6-cuf_7672,338.0,3.2,5.667279,2.44,2033.09,0.710333,458.006,0.15454,5.212691
DB0-m29_o89_o51_f0_pts.sym.27,298.0,1.0,4.58169,2.47,2216.11,0.69033,470.999,0.1864,5.091196
DB0-m3_o1_o145_f0_fsc.sym.5,338.0,3.2,7.961076,2.86,1187.88,1.09242,184.844,0.0992,5.0144
DB0-m3_o20_o28_f0_pcu.sym.4,313.0,16.0,4.288966,2.44,4559.45,0.337771,917.458,0.52022,28.369297
DB1-Cu2O8-AZO_A-fum_A_No95,313.0,0.4,3.503595,4.08,8948.28,0.570588,1871.4,0.35932,0.372119
DB7-ddmof_17599,298.0,0.1,5.726617,5.63,5386.71,1.30578,627.246,0.16464,0.331698
DB0-m29_o80_o450_f0_pts.sym.84,298.0,1.0,5.243426,2.17,2716.74,0.635304,573.825,0.25538,4.908513
DB0-m3_o50_o155_f0_fsc.sym.4,298.0,1.0,4.205787,2.22,1626.64,0.950927,297.584,0.08262,3.676107
DB0-m3_o21_o118_f0_fsc.sym.4,298.0,0.1,5.39796,6.67,701.681,1.17131,105.527,0.10704,0.455011
DB7-ddmof_20466,298.0,1.0,2.987623,1.83,10778.4,0.415228,2059.26,0.48814,1.193961
DB0-m29_o90_o52_f0_pts.sym.113,313.0,16.0,6.767234,1.63,2928.25,0.683143,543.7,0.19194,15.681136
DB0-m3_o1_o26_f0_pcu.sym.40,298.0,0.1,6.46336,2.13,1874.26,0.717247,329.923,0.1557,0.991563
DB0-m3_o8_o11_f0_pcu.sym.98,313.0,0.4,3.742696,2.63,3036.95,0.446932,609.33,0.42736,0.506101
DB0-m2_o11_ptr,338.0,3.2,3.099125,6.67,25540.0,0.317763,3827.84,0.6244,1.504778
DB0-m3_o34_o34_f0_pts.sym.68,298.0,1.0,4.32007,2.47,7527.23,0.354497,1596.96,0.47812,2.033729
DB0-m3_o21_o26_f0_pcu.sym.21,298.0,1.0,4.110392,3.45,3191.86,0.37832,651.873,0.48574,1.545464
DB0-m29_o80_o1500_f0_pts.sym.107,313.0,16.0,6.963954,2.22,3153.38,0.551018,626.471,0.34204,24.724406
DB0-m3_o2_o141_f0_fsc,313.0,16.0,6.78491,3.33,1317.95,0.83819,262.99,0.1857,13.581388
DB0-m3_o16_o19_f0_pcu.sym.23,298.0,0.1,4.35743,3.23,2011.29,0.652382,433.661,0.27796,0.261521
DB0-m29_o96_o102_f0_pts.sym.93,298.0,0.1,5.042321,1.59,3821.2,0.588709,826.104,0.28464,0.533856
DB0-m29_o97_o450_f0_pts.sym.3,313.0,16.0,5.407573,2.2,2913.28,0.573639,631.645,0.32408,22.790398
DB0-m3_o146_o156_f0_fsc.sym.116,298.0,1.0,6.698849,1.39,3158.8,0.784301,428.032,0.18654,5.733071
DB0-m29_o96_o1470_f0_pts.sym.12,313.0,0.4,4.596935,1.75,3791.12,0.526753,841.525,0.34294,1.09124
DB0-m2_o13_o27_f0_pcu.sym.66,298.0,0.1,5.919024,1.67,2835.68,0.614922,526.98,0.22854,0.51908
DB6-cuf_7489,298.0,1.0,4.584624,2.22,3547.19,0.43995,691.434,0.40864,2.269368
DB0-m3_o7_o20_f0_nbo.sym.95,313.0,16.0,2.947824,3.45,36735.3,0.181684,4373.5,0.7387,16.254705
DB1-Cu2O8N2-ADC_A-irmof12_A_No5,313.0,0.4,4.297441,1.96,8299.34,0.369737,1520.88,0.50484,0.640777
DB0-m9_o17_o17_f0_sra.sym.45,338.0,3.2,6.666392,2.5,2928.16,1.01483,389.017,0.1388,4.967194
DB0-m29_o83_o91_f0_pts.sym.18,298.0,0.1,5.070583,2.13,3251.93,0.572106,737.589,0.31856,0.557699
DB0-m29_o90_o450_f0_pts.sym.49,313.0,16.0,6.849632,2.41,2697.21,0.592446,540.704,0.31546,20.000957
DB0-m3_o11_o21_f0_pcu.sym.103,298.0,0.1,5.337647,4.17,1543.35,0.645111,336.105,0.2642,0.500483
DB7-ddmof_3233,298.0,0.1,6.067431,4.58,10480.9,0.618646,2075.37,0.3693,0.230451
DB0-m2_o4_o11_f0_nbo.sym.89,313.0,0.4,3.707992,4.76,5103.8,0.497848,997.814,0.43142,0.376857
DB0-m15_o14_o51_f0_fsc,338.0,3.2,6.32414,3.7,1208.85,0.898759,213.538,0.12888,5.191267
DB0-m9_o13_o21_f0_sra.sym.57,313.0,0.4,4.952214,3.33,2466.28,0.940373,389.786,0.15002,0.808552
DB0-m2_o59_o59_pto.sym.88,338.0,3.2,3.180557,2.29,29778.3,0.307973,4981.88,0.58424,2.434
DB5-hypotheticalMOF_5044658_0_0_1_3_2_4,338.0,0.26,6.32647,5.56,770.856,1.13089,87.6095,0.04022,0.494945
DB0-m3_o480_o159_f0_fsc.sym.6,313.0,16.0,4.968528,3.45,1240.72,0.92779,230.746,0.14334,12.982573
DB0-m3_o5_o9_f0_nbo.sym.6,298.0,1.0,6.639123,4.62,7584.16,0.711722,1499.99,0.22974,4.333379
DB0-m3_o2_o5_f0_nbo.sym.74,313.0,16.0,5.197678,2.7,17189.8,0.504228,3149.84,0.42318,21.063507
DB0-m2_o18_o25_f0_pcu.sym.89,313.0,16.0,6.600655,1.43,3026.32,0.686028,561.048,0.15578,16.797995
DB0-m29_o85_o430_f0_pts.sym.62,338.0,3.2,4.741363,2.44,2603.36,0.62841,534.027,0.29058,3.569457
DB0-m5_o35_o35_f0_flu.sym.88,338.0,3.2,4.741902,2.99,9250.21,0.655863,1727.47,0.2837,3.924037
DB1-Cu2N8-ADC_B-DPAC_B_No97,338.0,0.26,4.2151,3.03,4886.51,0.559783,750.831,0.39464,0.253218
DB0-m2_o22_o29_f0_nbo.sym.73,313.0,16.0,4.105339,2.16,25089.3,0.370576,4333.37,0.5267,21.592778
DB0-m3_o21_nbo,298.0,0.1,2.765221,6.67,11603.6,0.195331,1449.61,0.73352,0.121676
DB0-m9_o17_o22_f0_sra.sym.75,338.0,0.26,6.917881,2.63,2119.01,1.15735,218.9,0.03794,0.806358
DB6-cuf_7147,338.0,3.2,4.011593,2.04,4050.45,0.47139,846.61,0.41212,2.781979
DB0-m2_o25_o29_f0_pcu.sym.20,298.0,0.1,3.985147,1.64,6346.2,0.323442,1214.39,0.53218,0.26931
DB1-Zn2O8-ADC_A-DPAC_A_No1409,313.0,0.4,4.719373,2.27,6220.15,0.447158,1178.14,0.39724,1.02601
DB0-m2_o2_o7_f0_pcu.sym.45,298.0,1.0,4.147919,1.72,3676.37,0.555521,664.16,0.36814,1.66492
DB0-m3_o1_o25_f0_pcu.sym.66,313.0,0.4,5.383842,2.63,1716.75,0.794507,343.74,0.14704,1.608228
DB7-ddmof_18228,338.0,0.26,3.127513,2.53,26300.4,0.219226,3429.97,0.69096,0.324179
DB1-Zn2O8N2-irmof10_A-irmof7_A_No87,338.0,3.2,5.163887,2.33,3967.07,0.680195,810.122,0.23038,6.415944
DB0-m3_o145_o23_f0_fsc.sym.49,298.0,0.1,6.688456,2.22,1832.18,0.800747,268.235,0.21228,1.301088
DB12-FUBDAI_freeONLY,313.0,16.0,7.610149,3.7,17092.2,1.22976,2693.44,0.13238,8.366497
DB0-m29_o96_o500_f0_pts.sym.93,313.0,0.4,4.880898,1.68,3565.82,0.575897,782.98,0.27494,1.321368
DB1-Cu2O8N2-DPAC_A-fum_A_No335,338.0,0.26,3.911877,2.38,7176.12,0.407153,1267.84,0.49998,0.295832
DB1-Al2O6-irmof20_B-irmof7_B_No511,338.0,0.26,6.473858,4.44,820.608,1.2472,78.9611,0.04694,1.115653
DB0-m3_o10_o13_f0_pcu.sym.18,338.0,3.2,6.363144,5.26,888.812,1.20846,149.287,0.12292,3.939591
DB0-m2_o3_o28_f0_pcu.sym.4,338.0,0.26,3.268479,1.69,8083.14,0.256583,1155.73,0.64634,0.223784
DB1-Zn4O13-ADC_A-irmof16_A_No797,298.0,0.1,7.418688,3.6,35953.1,0.266783,4749.4,0.6591,1.56454
DB0-m2_o12_o19_f0_pcu.sym.37,313.0,0.4,4.572996,4.35,1217.84,0.997144,233.327,0.13146,0.298834
DB0-m3_o1_o22_f0_nbo.sym.58,313.0,0.4,4.138812,4.84,5159.32,0.490887,996.612,0.45252,0.545252
DB0-m29_o84_o1470_f0_pts.sym.29,298.0,0.1,5.231946,2.63,1917.21,0.761543,361.441,0.20492,0.567484
DB7-ddmof_2722,338.0,3.2,3.148864,4.35,10565.9,0.333649,1999.52,0.54062,1.961846
DB0-m2_o9_o28_f0_nbo.sym.10,313.0,0.4,3.621366,2.4,21602.6,0.514127,3995.84,0.42946,0.472754
DB0-m29_o85_o1510_f0_pts.sym.39,298.0,1.0,6.663717,1.79,3242.47,0.639102,712.167,0.21456,3.543607
DB0-m3_o6_o18_f0_pcu.sym.90,338.0,0.26,4.389275,2.08,3677.72,0.431458,807.242,0.39248,0.430662
DB0-m2_o9_o11_f0_pcu.sym.78,338.0,3.2,6.512354,2.86,1159.28,0.999303,119.26,0.04794,2.86446
DB0-m3_o24_o28_f0_nbo.sym.137,298.0,1.0,4.650143,2.8,21704.8,0.365695,4289.25,0.51776,2.531406
DB0-m3_o23_o25_f0_pcu.sym.127,338.0,3.2,5.478309,1.25,3780.47,0.520138,830.183,0.25742,4.515344
DB1-Cu2O8-irmof10_A-irmof16_A_No770,298.0,1.0,3.724194,2.7,17136.1,0.294078,3051.84,0.58836,1.357202
DB0-m29_o88_o1530_f0_pts.sym.98,298.0,0.1,4.433383,2.67,2675.18,0.551978,552.708,0.34314,0.34484
DB0-m2_o26_o28_f0_pcu.sym.18,313.0,0.4,3.519307,1.89,6426.77,0.306933,1044.92,0.59744,0.439823
DB0-m2_o3_o80_f0_fsc,313.0,0.4,5.698266,3.03,1420.53,0.857591,220.868,0.24282,2.455614
DB0-m3_o48_o18_f0_fsc.sym.27,313.0,0.4,7.638542,3.08,1239.14,1.0443,175.351,0.04756,5.076587
DB0-m3_o96_o15_f0_fsc.sym.5,298.0,1.0,7.88107,2.13,2045.06,0.918649,344.892,0.11748,4.200709
DB0-m3_o12_o23_f0_pcu.sym.54,298.0,1.0,5.659504,3.03,1787.67,0.638387,461.747,0.18134,3.84995
DB6-cuf_7428,298.0,0.1,5.625832,1.96,4396.29,0.416944,854.763,0.45058,0.423979
DB6-cuf_8816,298.0,1.0,3.706119,2.13,3655.45,0.466887,669.855,0.43564,1.273898
DB0-m3_o160_o1520_f0_fsc.sym.12,338.0,0.26,5.328248,3.28,1483.4,0.837607,312.053,0.19636,0.883578
DB0-m2_o9_o27_f0_nbo.sym.126,338.0,3.2,3.492821,2.59,8896.17,0.47395,1687.61,0.42834,2.589419
DB0-m2_o17_o21_f0_pcu.sym.118,338.0,3.2,4.601509,1.69,2835.48,0.589208,582.025,0.21612,5.887115
DB0-m3_o16_o540_f0_fsc.sym.45,313.0,0.4,6.604444,2.02,2208.35,0.801268,466.426,0.12032,4.744646
DB0-m29_o90_o99_f0_pts.sym.132,313.0,16.0,5.413312,2.04,2921.55,0.643645,479.922,0.3055,17.129214
DB0-m3_o7_o21_f0_pcu.sym.52,313.0,16.0,4.590822,1.45,4185.23,0.426112,862.902,0.36516,21.908473
DB0-m2_o16_o18_f0_pcu.sym.11,338.0,0.26,5.790469,2.27,1986.05,0.7674,334.352,0.15878,0.844859
DB0-m2_o15_o23_f0_nbo.sym.105,313.0,16.0,5.264451,2.61,14675.6,0.51305,3014.43,0.3551,21.259883
DB0-m29_o99_o51_f0_pts.sym.40,313.0,16.0,6.321163,2.04,2640.58,0.670613,539.237,0.212,16.832271
DB0-m29_o80_o169_f0_pts.sym.26,298.0,0.1,3.770119,1.67,6271.18,0.410719,1181.88,0.49126,0.182609
DB0-m29_o90_o1490_f0_pts.sym.3,313.0,0.4,4.713871,2.56,2437.18,0.620876,511.061,0.28378,0.995692
DB15-bcu_N64_E228_unopt,313.0,0.4,5.144337,2.86,5908.62,0.808435,1253.64,0.17896,1.131219
DB0-m2_o27_frl,313.0,16.0,2.486764,3.03,43304.0,0.147176,3984.68,0.79118,14.799113
DB6-cuf_5429,313.0,0.4,3.891882,2.04,4129.73,0.407682,788.507,0.45286,0.706359
DB1-Cu2N8-irmof20_B-irmof7_B_No73,338.0,0.26,6.230966,4.17,1198.31,1.18812,179.759,0.13848,0.495037
DB0-m2_o24_o24_f0_nbo.sym.24,338.0,0.26,3.972378,3.3,9733.02,0.639655,1843.17,0.28622,0.191424
DB0-m29_o90_o78_f0_pts.sym.59,338.0,3.2,5.037978,2.5,2403.97,0.676061,499.236,0.24194,5.111827
DB0-m9_o18_o29_f0_sra.sym.16,338.0,3.2,7.991233,1.96,2558.54,1.49104,53.3814,0.00142,1.065007
DB0-m2_o3_o11_f0_pcu.sym.57,313.0,16.0,5.992467,1.2,3866.49,0.6993,771.395,0.17544,13.855751
DB0-m3_o3_o4_f0_pcu.sym.97,338.0,3.2,4.467737,2.08,3906.46,0.406195,770.537,0.44788,3.46752
DB0-m2_o1_o7_f0_pcu.sym.16,338.0,3.2,5.22455,3.57,1852.71,1.70102,272.991,0.2007,1.709468
DB0-m29_o88_o49_f0_pts.sym.19,338.0,0.26,5.298298,2.86,2128.88,0.709933,457.149,0.25186,0.536608
DB0-m3_o16_o50_f0_fsc.sym.37,298.0,1.0,7.198089,3.33,1061.04,1.08182,143.943,0.05168,3.76659
DB0-m29_o88_o92_f0_pts.sym.60,298.0,0.1,5.354669,1.75,3720.88,0.595106,802.112,0.32204,0.505414
DB0-m3_o18_o52_f0_fsc.sym.58,338.0,0.26,5.99904,2.86,1714.33,0.840142,286.629,0.12372,1.072711
DB6-cuf_3022,338.0,3.2,5.230228,1.92,2114.88,0.81491,422.145,0.12256,5.121677
DB0-m3_o24_o145_f0_fsc.sym.32,313.0,0.4,7.096645,2.22,1176.05,1.16845,115.119,0.05042,2.475828
DB0-m29_o96_o1510_f0_pts.sym.100,338.0,0.26,3.528701,1.55,5828.25,0.378864,1114.84,0.47952,0.26053
DB1-Cu2N8-ADC_B-BDC_B_No783,338.0,0.26,5.885235,4.76,2130.16,1.35176,317.371,0.17334,0.5775
DB0-m9_o4_o17_f0_sra.sym.18,298.0,0.1,7.104838,2.56,2104.46,1.14336,193.225,0.03202,1.044027
DB0-m3_o9_o27_f0_nbo.sym.5,338.0,0.26,4.895954,2.76,9221.78,0.416341,1709.32,0.47682,0.382616
DB6-cuf_9771,313.0,0.4,5.577975,2.63,1733.19,0.748925,289.365,0.24352,1.871227
DB13-cds-Syn024101,298.0,0.1,6.877152,3.57,2576.61,0.870683,549.644,0.09702,1.112719
DB0-m29_o88_o91_f0_pts.sym.18,338.0,0.26,4.215701,2.22,3181.47,0.58787,633.018,0.32796,0.310677
DB0-m29_o82_o52_f0_pts.sym.84,313.0,16.0,6.373996,2.33,2497.06,0.713708,453.624,0.2902,16.617871
DB0-m3_o36_o36_f0_pts.sym.109,338.0,0.26,7.294444,2.22,3491.62,0.864106,517.821,0.06802,0.976013
DB5-hypotheticalMOF_5006892_2_1_0_15_25_4,313.0,16.0,5.486213,6.06,5107.52,0.615114,1519.05,0.21622,19.715395
DB0-m9_o16_o25_f0_sra.sym.54,313.0,16.0,6.537032,3.39,2885.65,0.81059,524.082,0.13672,12.558936
DB0-m3_o1510_o23_f0_fsc.sym.79,298.0,1.0,6.103047,2.08,2351.1,0.699571,441.847,0.20398,3.97489
DB0-m3_o28_o3_f0_pcu,298.0,1.0,3.18583,1.69,17166.7,0.229016,2359.17,0.6699,1.61121
DB0-m9_o3_o18_f0_sra.sym.16,298.0,0.1,4.813188,2.7,4099.6,0.747139,639.417,0.29888,0.381511
DB0-m3_o1_o27_f0_nbo.sym.77,313.0,0.4,4.88945,1.32,17971.7,0.868565,2591.44,0.14496,0.549277
DB1-Cu2O8N2-fum_A-irmof20_A_No12,313.0,0.4,5.770458,6.25,754.225,1.17096,125.614,0.09742,1.850807
DB0-m3_o7_o25_f0_nbo.sym.2,313.0,16.0,3.249886,2.59,40388.6,0.18372,4544.74,0.72436,16.507527
DB0-m29_o80_o420_f0_pts.sym.1,298.0,1.0,5.337087,2.56,2446.49,0.624627,551.031,0.27582,4.849847
DB0-m2_o17_o21_f0_pcu.sym.107,338.0,0.26,4.303887,2.56,2830.1,0.524385,645.159,0.35414,0.314319
DB13-nbo-Syn031656,298.0,1.0,4.553381,3.7,11062.1,0.663223,1855.74,0.33714,2.208382
DB1-Cu2O8-ADC_A-irmof7_A_No1366,338.0,0.26,5.77725,3.23,3689.74,0.755717,738.543,0.21106,0.496125
DB0-m9_o6_o19_f0_sra.sym.71,298.0,1.0,5.449518,4.35,2402.81,0.743897,416.121,0.17988,2.487178
DB5-hypotheticalMOF_5052936_2_0_1_27_18_14,298.0,0.1,3.211149,3.23,3763.17,0.336807,700.116,0.5404,0.16691
DB0-m2_o6_o27_f0_pcu.sym.21,338.0,0.26,3.582707,2.08,4514.94,0.354496,930.34,0.47388,0.232884
DB1-Cu2N8-ADC_B-irmof20_B_No388,338.0,3.2,5.463342,4.76,2762.98,1.00182,436.395,0.24502,4.243602
DB5-hypotheticalMOF_35136_0_0_2_5_25_12,313.0,16.0,5.918042,1.24,3033.09,0.664909,536.339,0.26672,18.575968
DB6-cuf_1563,313.0,0.4,4.61288,1.96,3428.91,0.494885,654.56,0.34708,0.811031
DB0-m3_o12_o27_f0_pcu.sym.36,298.0,0.1,5.137562,2.63,2188.8,0.618571,436.446,0.23148,0.474143
